eta;a,m:-1so;e|aṃ;e|ena;ehi,ebhi|assa;esaṃ,esānaṃ|asmā,amhā;ehi,ebhi|assa;esaṃ,esānaṃ|asmiṃ,amhi;esu|;|
eta;ā,f:-1sā;ā,āyo|aṃ;ā,āyo|āya;āhi,ābhi|āya,issā,issāya;āsaṃ,āsānaṃ|āya;āhi,ābhi|āya,issā,issāya;āsaṃ,āsānaṃ|āyaṃ,issaṃ;āsu|;|
eta;a,n:aṃ;āni|aṃ;āni|ena;ehi,ebhi|assa;esaṃ,esānaṃ|asmā,amhā;ehi,ebhi|assa;esaṃ,esānaṃ|asmiṃ,amhi;esu|;|
ima;a,m:-2ayaṃ;e|aṃ;e|inā,-2anena;ehi,ebhi,-2ehi,-2ebhi|assa,-2assa;esaṃ,esānaṃ,-2esaṃ,-2esānaṃ|asmā,amhā,-2asmā;ehi,ebhi,-2ehi,-2ebhi|assa,-2assa;esaṃ,esānaṃ,-2esaṃ,-2esānaṃ|asmiṃ,amhi,-2asmiṃ;esu,-2esu|;|
ima;ā,f:-2ayaṃ;ā,āyo|aṃ;ā,āyo|āya;āhi,ābhi|āya,issā,issāya,-2assā,-2assāya;āsaṃ,āsānaṃ|āya;āhi,ābhi|āya,issā,issāya,-2assā,-2assāya;āsaṃ,āsānaṃ|āyaṃ,issā,issaṃ,-2assaṃ;āsu|;|
ima;a,n:-1daṃ,aṃ;āni|-1daṃ,aṃ;āni|inā,-2anena;ehi,ebhi,-2ehi,-2ebhi|assa,-2assa;esaṃ,esānaṃ,-2esaṃ,-2esānaṃ|asmā,amhā,-2asmā;ehi,ebhi,-2ehi,-2ebhi|assa,-2assa;esaṃ,esānaṃ,-2esaṃ,-2esānaṃ|asmiṃ,amhi,-2asmiṃ;esu,-2esu|;|
asuka;a,m:o;ā|aṃ;e|ena;ehi,ebhi|assa;ānaṃ|asmā,amhā,ā;ehi,ebhi|assa;ānaṃ|asmiṃ,amhi,e;esu|;|
asuka;ā,f:ā;ā,āyo|aṃ;ā,āyo|āya;āhi,ābhi|āya;ānaṃ|āya;āhi,ābhi|āya;ānaṃ|āyaṃ;āsu|;|
asuka;a,n:aṃ;ā,āni|aṃ;ā,āni|ena;ehi,ebhi|assa;ānaṃ|asmā,amhā,ā;ehi,ebhi|assa;ānaṃ|asmiṃ,amhi,e;esu|;|
amu;u,m:-1su;ū|uṃ;ū|unā;ūhi,ūbhi,uhi,ubhi|ussa,-1dussa;ūsaṃ,ūsānaṃ,usaṃ,usānaṃ|usmā,umhā;ūhi,ūbhi,uhi,ubhi|ussa,-1dussa;ūsaṃ,ūsānaṃ,usaṃ,usānaṃ|usmiṃ,umhi;ūsu,usu|;|
amu;u,f:-1su;ū,uyo|uṃ;ū,uyo|uyā;ūhi,ūbhi|ussā,uyā;ūsaṃ,ūsānaṃ|uyā;ūhi,ūbhi|ussā,uyā;ūsaṃ,ūsānaṃ|ussaṃ,uyaṃ,uyā;ūsu|;|
amu;u,n:-1duṃ;ū,ūni|-1duṃ;ū,ūni|unā;ūhi,ūbhi,uhi,ubhi|ussa,-1dussa;ūsaṃ,ūsānaṃ,usaṃ,usānaṃ|usmā,umhā;ūhi,ūbhi,uhi,ubhi|ussa,-1dussa;ūsaṃ,ūsānaṃ,usaṃ,usānaṃ|usmiṃ,umhi;ūsu,usu|;|
kiṃ;a,m:o;e|aṃ;e|ena;ehi,ebhi|assa,issa;esaṃ,esānaṃ|asmā,amhā;ehi,ebhi|assa,issa;esaṃ,esānaṃ|asmiṃ,amhi,ismiṃ,imhi;esu|;|
kiṃ;ā,f:ā;ā,āyo|aṃ;ā,āyo|āya;āhi,ābhi|assā,āya;āsaṃ,āsānaṃ|āya;āhi,ābhi|assā,āya;āsaṃ,āsānaṃ|assaṃ,āyaṃ;āsu|;|
kiṃ;a,n:iṃ;āni|iṃ;āni|ena;ehi,ebhi|assa,issa;esaṃ,esānaṃ|asmā,amhā;ehi,ebhi|assa,issa;esaṃ,esānaṃ|asmiṃ,amhi,ismiṃ,imhi;esu|;|
kiṃci;i,m:-3oci;-3eci|-3añci;-3eci|-3enaci;-3ehici|-3assaci;-3esañci|-3asmāci;-3ehici|-3assaci;-3esañci|-3asmiñci,-3ismiñci;-3esuci|;|
kiṃci;i,f:-3āci;-3āci|-3añci;-3āci|-3āyaci;-3āhici|-3āyaci,-2assāci;-3āsañci|-3āyaci;-3āhici|-3āyaci,-2assāci;-3āsañci|-3āyaci;-3āsuci|;|
kiṃci;i,n:-3iñci;-3ānici|-3iñci;-3ānici|-3enaci;-3ehici|-3assaci;-3esañci|-3asmāci;-3ehici|-3assaci;-3esañci|-3asmiñci,-3ismiñci;-3esuci|;|
eka;a,m:o;,|aṃ;,|ena;,|assa;,|asmā,amhā;,|assa;,|asmiṃ,amhi;,|;|
eka;ā,f:ā;,|aṃ;,|āya;,|issā,āya;,|āya;,|issā,āya;,|issaṃ,āyaṃ;,|;|
eka;a,n:aṃ;,|aṃ;,|ena;,|assa;,|asmā,amhā;,|assa;,|asmiṃ,amhi;,|;|
ubho;a,m:,;o,e|,;o,e|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;osu,esu|;|
ubho;ā,f:,;o,e|,;o,e|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;osu,esu|;|
ubho;a,n:,;o,e|,;o,e|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;ohi,obhi,ehi,ebhi|,;innaṃ|,;osu,esu|;|
