Ariyā:m1:57:!j-4-!j-4-!j-j|n-!j-g;!j-4-!j-4-!j-l-!j-g:e0808n.nrf1.xml:17
Capalā (full):m1:57:m|s-j-m-j-m|b-j|n-!j-g;m|s-j-m-j-m|b-l-!j-g:e0808n.nrf1.xml:22
Capalā (1st half):m1:30:m|s-j-m-j-m|b-j|n-!j-g:e0808n.nrf1.xml:22
Capalā (2nd half):m1:27:m|s-j-m-j-m|b-l-!j-g:e0808n.nrf1.xml:22
Mukhacapalā:m1:57:m|s-j-m-j-m|b-j|n-!j-g;!j-4-!j-4-!j-l-!j-g:e0808n.nrf1.xml:23
Jaghanacapalā:m1:57:!j-4-!j-4-!j-j|n-!j-g;m|s-j-m-j-m|b-l-!j-g:e0808n.nrf1.xml:24
Gīti (1st half of Ariyā):m2:30:!j-4-!j-4-!j-j|n-!j-g:e0808n.nrf1.xml:25
Upagīti (2nd half of Ariyā):m2:27:!j-4-!j-4-!j-l-!j-g:e0808n.nrf1.xml:26
Uggīti (Reversed Ariyā):m2:57:!j-4-!j-4-!j-l-!j-g;!j-4-!j-4-!j-j|n-!j-g:e0808n.nrf1.xml:27
Ariyāgīti:m2:32:!j-4-!j-4-!j-j|n-!j-g-g:e0808n.nrf1.xml:28
Vetālīya:m3:30:6-R-l-g-8-R-l-g:e0808n.nrf1.xml:29
Opacchandasaka:m3:34:6-R-Y-8-R-Y:e0808n.nrf1.xml:30
Āpātalikā:m3:30:6-b-g-g-8-b-g-g:e0808n.nrf1.xml:31
Dakkhiṇantikā:m3:30:j-2-R-l-g-j-4-R-l-g:e0808n.nrf1.xml:32
Udiccavutti:m3:30:j-2-R-l-g-8-R-l-g:e0808n.nrf1.xml:33
Paccavutti:m3:30:6-R-l-g-g-j-2-R-l-g:e0808n.nrf1.xml:34
Pavattaka:m3:30:j-2-R-l-g-g-j-2-R-l-g:e0808n.nrf1.xml:35
Aparantikā (1):m3:32:g-j-2-R-l-g-g-j-2-R-l-g:e0808n.nrf1.xml:36
Aparantikā (2):m3:32:8-R-l-g-8-R-l-g:e0808n.nrf1.xml:36
Cāruhāsinī (1):m3:28:j-2-R-l-g-j-2-R-l-g:e0808n.nrf1.xml:37
Cāruhāsinī (2):m3:28:6-R-l-g-6-R-l-g:e0808n.nrf1.xml:37
